acceptance rate,gt in support,iw var,C2ST,MMD,MEDDIST,NLTP,RT
"[1.0, -0.009261691011488438, -0.020542697980999947, -0.02374175377190113, -0.03072390891611576, -0.03701542690396309, -0.04841967672109604, -0.06676588952541351, -0.0660068541765213, -0.05888627469539642]","[1.0, 0.9997000098228455, 0.9998000264167786, 0.9997000098228455, 1.0, 1.0, 0.9998999834060669, 0.9998999834060669, 0.9998999834060669, 0.9998999834060669]","[0.0, 34.0196533203125, 21.44537353515625, 23.038084030151367, 17.627975463867188, 15.969573974609375, 16.27800750732422, 13.09307861328125, 15.481431007385254, 14.405675888061523]",0.5542,0.0026271343,1.3929145,0.7221308,476.7624
