acceptance rate,gt in support,iw var,C2ST,MMD,MEDDIST,NLTP,RT
"[1.0, -0.006784283556044102, -0.00599097041413188, -0.008375270292162895, -0.011574835516512394, -0.008242469280958176, -0.028909794986248016, -0.035269081592559814, -0.0287705659866333, -0.03838910534977913]","[1.0, 0.9620000123977661, 0.9675999879837036, 0.9674999713897705, 0.9621000289916992, 0.96670001745224, 0.9866999983787537, 0.9850000143051147, 0.989799976348877, 0.9894999861717224]","[0.0, 50.65644836425781, 46.886932373046875, 37.68614196777344, 45.66749954223633, 43.020652770996094, 16.0116024017334, 16.148616790771484, 12.536853790283203, 13.056344985961914]",0.82005,0.091132164,1.8245127,4.2275677,136.94931
