acceptance rate,gt in support,iw var,C2ST,MMD,MEDDIST,NLTP,RT
"[1.0, -0.4220488667488098, -0.5039010047912598, -0.8683813214302063, -1.1890957355499268, -1.2083094120025635, -1.3214815855026245, -1.4377071857452393, -1.5391021966934204, -1.4621809720993042]","[1.0, 0.9995999932289124, 0.9991999864578247, 0.9998000264167786, 1.0, 1.0, 1.0, 0.9997000098228455, 0.9997000098228455, 0.9995999932289124]","[0.0, 7.979154586791992, 6.957763195037842, 7.876077651977539, 11.480481147766113, 14.058799743652344, 20.166393280029297, 25.570337295532227, 28.8005313873291, 31.840316772460938]",0.5014,0.0007702112,0.08813579,-4.2036757,3920.7551
