acceptance rate,gt in support,iw var,C2ST,MMD,MEDDIST,NLTP,RT
"[1.0, -0.6437828540802002, -0.7210178971290588, -1.1169066429138184, -1.0819696187973022, -1.1784864664077759, -1.23062264919281, -1.133712649345398, -1.2168112993240356, -1.1739251613616943]","[1.0, 0.994700014591217, 0.9947999715805054, 0.989799976348877, 0.9896000027656555, 0.9886999726295471, 0.9886999726295471, 0.992900013923645, 0.9933000206947327, 0.9940000176429749]","[0.0, 22.330732345581055, 19.275192260742188, 13.169150352478027, 11.30997085571289, 12.31375503540039, 14.806122779846191, 12.224886894226074, 11.794743537902832, 12.227007865905762]",0.71405,0.0016657114,22.56048,1.8031543,7690.4077
