acceptance rate,gt in support,iw var,C2ST,MMD,MEDDIST,NLTP,RT
"[1.0, -0.0055508725345134735, -0.005067271180450916, -0.029978753998875618, -0.05467917025089264, -0.5550189018249512, -0.4813544750213623, -0.5545514822006226, -0.6846595406532288, -0.6437828540802002]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 148.3915252685547, 108.06424713134766, 12.95529556274414, 10.614776611328125, 14.681469917297363, 14.882765769958496, 13.256312370300293, 20.864412307739258, 21.2412166595459]",0.81805,0.34573525,35.510563,-5.298932,163.41711
