acceptance rate,gt in support,iw var,C2ST,MMD,MEDDIST,NLTP,RT
"[1.0, -0.0061230845749378204, -0.009128618985414505, -0.21027833223342896, -0.29251500964164734, -0.6377061009407043, -0.6528652310371399, -0.7896814942359924, -0.8227521777153015, -0.8147412538528442]","[1.0, 1.0, 1.0, 0.9980999827384949, 0.9969000220298767, 0.9887999892234802, 0.9884999990463257, 0.9843999743461609, 0.983299970626831, 0.9836999773979187]","[0.0, 235.2128448486328, 177.6627197265625, 12.01080322265625, 13.604089736938477, 9.064227104187012, 9.325124740600586, 7.071800708770752, 7.470487117767334, 6.271973133087158]",0.8484,0.06795645,1.7533662,4.8311586,601.05707
