acceptance rate,gt in support,iw var,C2ST,MMD,MEDDIST,NLTP,RT
"[1.0, -0.5117313861846924, -1.0168249607086182, -1.099086880683899, -1.5686362981796265, -1.642065167427063, -1.6882461309432983, -2.142667531967163, -2.1487417221069336, -2.113509178161621]","[1.0, 1.0, 1.0, 1.0, 0.9998000264167786, 0.9998999834060669, 0.9998000264167786, 0.9994999766349792, 0.9994999766349792, 0.9995999932289124]","[0.0, 7.147634506225586, 6.312445163726807, 5.717785835266113, 7.140100479125977, 7.209461212158203, 6.435357570648193, 6.471132278442383, 7.510934829711914, 5.622352123260498]",0.6159,0.022702456,14.894211,-1.1875954,561.086
