acceptance rate,gt in support,iw var,C2ST,MMD,MEDDIST,NLTP,RT
"[1.0, -0.11058623343706131, -0.7425614595413208, -0.7256112098693848, -0.8504730463027954, -1.0052430629730225, -1.0710923671722412, -1.0872466564178467, -1.120330810546875, -1.1301817893981934]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 31.97781753540039, 19.33597183227539, 19.883655548095703, 30.948745727539062, 47.66502380371094, 45.11577606201172, 40.5938720703125, 32.08041763305664, 27.943906784057617]",0.6433,0.0023157597,0.090743184,-3.7875273,150.959
